EUR
+U1418343   SLB 2014-12-09, 10:54:49    2014-12-12  -   BUY 5   84.0000 -420.00 -1.00   0.00     
Total SLB (Bought)  5   84.0000 -420.00 -1.00   0.00     
+U1418343   SLB 2014-12-19, 11:08:52    2014-12-24  -   SELL    -5  85.2100 426.05  -1.01   0.00     
Total SLB (Sold)    -5  85.2100 426.05  -1.01   0.00     
Total SLB   0       6.05    -2.01   0.00     
+U1418343   SO  2015-05-18, 14:12:05    2015-05-21  -   BUY 25  43.7000 -1,092.50   -1.00   0.00     
Total SO (Bought)   25  43.7000 -1,092.50   -1.00   0.00     
+U1418343   SO  2015-07-30, 09:37:39    2015-08-04  -   SELL    -10 43.7500 437.50  -1.01   0.00     
Total SO (Sold) -10 43.7500 437.50  -1.01   0.00     
Total SO    15      -655.00 -2.01   0.00     
+U1418343   STNG    2015-07-29, 09:41:36    2015-08-03  -   BUY 50  11.2000 -560.00 -1.00   0.00     
+U1418343   STNG    2015-08-25, 09:39:40    2015-08-28  -   BUY 25  9.0000  -225.00 -1.00   0.00     
Total STNG (Bought) 75  10.4666667  -785.00 -2.00   0.00     
+U1418343   STX 2015-04-17, 09:43:03    2015-04-22  -   BUY 20  57.7400 -1,154.80   -1.00   0.00     
Total STX (Bought)  20  57.7400 -1,154.80   -1.00   0.00     
+U1418343   STX 2015-05-15, 09:38:17    2015-05-20  -   SELL    -20 57.6000 1,152.00    -1.02   0.00     
Total STX (Sold)    -20 57.6000 1,152.00    -1.02   0.00     
Total STX   0       -2.80   -2.02   0.00     
+U1418343   T   2015-07-10, 17:02:18    2015-07-15  -   BUY 15  34.6000 -519.00 -1.00   0.00     
Total T (Bought)    15  34.6000 -519.00 -1.00   0.00     
+U1418343   TSLA    2014-12-05, 10:27:05    2014-12-10  -   BUY 10  226.0000    -2,260.00   -1.00   0.00     
+U1418343   TSLA    2014-12-05, 11:47:50    2014-12-10  -   BUY 10  223.0000    -2,230.00   -1.00   0.00     
+U1418343   TSLA    2014-12-08, 10:14:06    2014-12-11  -   BUY 5   220.0000    -1,100.00   -1.00   0.00     
+U1418343   TSLA    2014-12-08, 11:27:47    2014-12-11  -   BUY 5   218.0000    -1,090.00   -1.00   0.00     
+U1418343   TSLA    2014-12-19, 12:04:59    2014-12-24  -   BUY 5   216.0000    -1,080.00   -1.00   0.00     
+U1418343   TSLA    2015-02-03, 15:33:37    2015-02-06  -   BUY 5   220.0000    -1,100.00   -1.00   0.00     
Total TSLA (Bought) 40  221.5000    -8,860.00   -6.00   0.00     
+U1418343   TSLA    2014-12-05, 12:20:35    2014-12-10  -   SELL    -10 223.9900    2,239.90    -1.05   0.00     
+U1418343   TSLA    2014-12-08, 09:35:13    2014-12-11  -   SELL    -5  222.0000    1,110.00    -1.02   0.00     
+U1418343   TSLA    2014-12-08, 09:35:42    2014-12-11  -   SELL    -5  223.0000    1,115.00    -1.02   0.00     
+U1418343   TSLA    2014-12-19, 10:57:26    2014-12-24  -   SELL    -10 219.0000    2,190.00    -1.05   0.00     
+U1418343   TSLA    2014-12-22, 09:40:47    2014-12-26  -   SELL    -5  220.0000    1,100.00    -1.02   0.00     
+U1418343   TSLA    2015-02-04, 07:23:29    2015-02-09  -   SELL    -5  217.1700    1,085.85    -1.02   0.00     
Total TSLA (Sold)   -40 221.01875   8,840.75    -6.20   0.00     
Total TSLA  0       -19.25  -12.20  0.00     
+U1418343   UNP 2015-05-26, 11:51:19    2015-05-29  -   BUY 5   102.5000    -512.50 -1.00   0.00     
+U1418343   UNP 2015-07-23, 14:51:20    2015-07-28  -   BUY 5   92.0000 -460.00 -1.00   0.00     
Total UNP (Bought)  10  97.2500 -972.50 -2.00   0.00     
+U1418343   VGR 2015-05-22, 13:48:41    2015-05-28  -   BUY 25  22.0100 -550.25 -1.00   0.00     
Total VGR (Bought)  25  22.0100 -550.25 -1.00   0.00     
+U1418343   VGR 2015-09-14      -   SELL    -0.25   22.4381 5.61    0.00    0.00     
Total VGR (Sold)    -0.25   22.4381 5.61    0.00    0.00     
Total VGR   24.75       -544.64 -1.00   0.00     
+U1418343   VSLR    2014-12-11, 15:44:25    2014-12-16  -   BUY 50  8.0100  -400.50 -1.00   0.00     
+U1418343   VSLR    2014-12-19, 10:17:57    2014-12-24  -   BUY 50  9.2600  -463.00 -1.00   0.00     
Total VSLR (Bought) 100 8.6350  -863.50 -2.00   0.00     
+U1418343   VSLR    2014-12-18, 14:56:31    2014-12-23  -   SELL    -100    9.3000  930.00  -1.02   0.00    P
Total VSLR (Sold)   -100    9.3000  930.00  -1.02   0.00     
Total VSLR  0       66.50   -3.02   0.00     
+U1418343   VZ  2015-05-20, 15:00:18    2015-05-26  -   BUY 10  49.7300 -497.30 -1.00   0.00     
+U1418343   VZ  2015-07-21, 09:32:31    2015-07-24  -   BUY 10  46.9990 -469.99 -1.00   0.00    D
Total VZ (Bought)   20  48.3645 -967.29 -2.00   0.00     
+U1418343   WPX 2015-02-26, 09:30:01    2015-03-03  -   BUY 100 12.0000 -1,200.00   -1.00   0.00     
+U1418343   WPX 2015-03-18, 14:18:48    2015-03-23  -   BUY 50  11.1400 -557.00 -1.00   0.00     
Total WPX (Bought)  150 11.7133333  -1,757.00   -2.00   0.00     
+U1418343   WPX 2015-03-04, 11:50:36    2015-03-09  -   SELL    -50 11.0000 550.00  -1.01   0.00     
+U1418343   WPX 2015-03-18, 13:47:00    2015-03-23  -   SELL    -100    11.0610 1,106.10    -1.02   0.00    D;P
Total WPX (Sold)    -150    11.0406667  1,656.10    -2.03   0.00     
Total WPX   0       -100.90 -4.03   0.00     
+U1418343   XOM 2015-01-05, 12:18:07    2015-01-08  -   BUY 10  90.0100 -900.10 -1.00   0.00     
+U1418343   XOM 2015-02-04, 10:31:35    2015-02-09  -   BUY 10  90.7500 -907.50 -1.00   0.00     
+U1418343   XOM 2015-02-11, 13:15:58    2015-02-17  -   BUY 10  90.0000 -900.00 -1.00   0.00     
+U1418343   XOM 2015-02-19, 06:09:34    2015-02-24  -   BUY 20  89.8000 -1,796.00   -1.00   0.00     
+U1418343   XOM 2015-03-02, 09:36:13    2015-03-05  -   BUY 25  87.9600 -2,199.00   -1.00   0.00     
+U1418343   XOM 2015-05-27, 10:54:38    2015-06-01  -   BUY 5   84.9600 -424.80 -1.00   0.00     
+U1418343   XOM 2015-06-29, 11:44:09    2015-07-02  -   BUY 5   83.0000 -415.00 -1.00   0.00     
+U1418343   XOM 2015-07-24, 12:42:07    2015-07-29  -   BUY 10  80.0100 -800.10 -1.00   0.00     
Total XOM (Bought)  95  87.8157895  -8,342.50   -8.00   0.00     
+U1418343   XOM 2015-03-18, 14:31:50    2015-03-23  -   SELL    -25 85.7200 2,143.00    -1.04   0.00     
+U1418343   XOM 2015-04-13, 07:29:55    2015-04-16  -   SELL    -25 85.9500 2,148.75    -1.04   0.00     
+U1418343   XOM 2015-04-14, 12:24:30    2015-04-17  -   SELL    -25 87.0000 2,175.00    -1.04   0.00     
Total XOM (Sold)    -75 86.2233333  6,466.75    -3.12   0.00     
Total XOM   20      -1,875.75   -11.12  0.00     
Total   -25,229.08  -231.84 0.00     
Acct ID Symbol  Trade Date  Settle Date Exchange    Type    Quantity    Price   Proceeds    Comm    Tax Code
Equity and Index Options
USD
+U1418343   AAPL 27MAR15 120.0 P    2015-03-12, 09:30:00    2015-03-13  -   BUY 1   1.8300  -183.00 -0.79   0.00    O
Total AAPL 150327P00120000 (Bought) 1   1.8300  -183.00 -0.79   0.00     
+U1418343   AAPL 27MAR15 120.0 P    2015-03-27  2015-03-30  -   SELL    -1  0.0000  0.00    0.00    0.00    C;Ep
Total AAPL 150327P00120000 (Sold)   -1  0.0000  0.00    0.00    0.00     
Total AAPL 150327P00120000  0       -183.00 -0.79   0.00     
+U1418343   AAPL 15MAY15 130.0 C    2015-03-12, 09:30:04    2015-03-13  -   BUY 1   3.1500  -315.00 -0.79   0.00    O
+U1418343   AAPL 15MAY15 130.0 C    2015-04-17, 10:10:53    2015-04-20  -   BUY 1   2.3800  -238.00 -0.72   0.00    O
+U1418343   AAPL 15MAY15 130.0 C    2015-04-27, 14:20:41    2015-04-28  -   BUY 1   4.8200  -482.00 -1.09   0.00    O
+U1418343   AAPL 15MAY15 130.0 C    2015-04-28, 09:39:09    2015-04-29  -   BUY 1   4.4000  -440.00 -1.09   0.00    O
Total AAPL 150515C00130000 (Bought) 4   3.6875  -1,475.00   -3.69   0.00     
+U1418343   AAPL 15MAY15 130.0 C    2015-04-20, 09:49:48    2015-04-21  -   SELL    -1  2.7000  270.00  -1.10   0.00    C
+U1418343   AAPL 15MAY15 130.0 C    2015-04-22, 14:06:33    2015-04-23  -   SELL    -1  3.0500  305.00  -1.10   0.00    C
+U1418343   AAPL 15MAY15 130.0 C    2015-04-28, 09:30:57    2015-04-29  -   SELL    -1  5.0000  500.00  -0.80   0.00    C
+U1418343   AAPL 15MAY15 130.0 C    2015-04-28, 11:57:27    2015-04-29  -   SELL    -1  4.3000  430.00  -1.10   0.00    C
Total AAPL 150515C00130000 (Sold)   -4  3.7625  1,505.00    -4.10   0.00     
Total AAPL 150515C00130000  0       30.00   -7.79   0.00     
+U1418343   AAPL 29MAY15 135.0 C    2015-04-28, 15:12:12    2015-04-29  -   BUY 1   1.9600  -196.00 -0.87   0.00    O
+U1418343   AAPL 29MAY15 135.0 C    2015-04-30, 09:50:37    2015-05-01  -   BUY 1   0.8800  -88.00  -0.79   0.00    O
+U1418343   AAPL 29MAY15 135.0 C    2015-05-06, 10:25:57    2015-05-07  -   BUY 2   0.3900  -78.00  -1.58   0.00    O;P
+U1418343   AAPL 29MAY15 135.0 C    2015-05-06, 10:27:58    2015-05-07  -   BUY 1   0.3900  -39.00  -1.09   0.00    O
+U1418343   AAPL 29MAY15 135.0 C    2015-05-26, 13:12:26    2015-05-27  -   BUY 4   0.0400  -16.00  -1.36   0.00    O
Total AAPL 150529C00135000 (Bought) 9   0.4633333   -417.00 -5.69   0.00     
+U1418343   AAPL 29MAY15 135.0 C    2015-05-11, 09:48:25    2015-05-12  -   SELL    -2  0.3000  60.00   -1.49   0.00    C;P
+U1418343   AAPL 29MAY15 135.0 C    2015-05-15, 09:44:18    2015-05-18  -   SELL    -1  0.3100  31.00   -1.09   0.00    C
+U1418343   AAPL 29MAY15 135.0 C    2015-05-28, 09:40:37    2015-05-29  -   SELL    -6  0.0200  12.00   -3.25   0.00    C
Total AAPL 150529C00135000 (Sold)   -9  0.1144444   103.00  -5.83   0.00     
Total AAPL 150529C00135000  0       -314.00 -11.52  0.00     
+U1418343   AAPL 28AUG15 130.0 C    2015-07-22, 10:12:51    2015-07-23  -   BUY 1   1.1700  -117.00 -1.09   0.00    O
Total AAPL 150828C00130000 (Bought) 1   1.1700  -117.00 -1.09   0.00     
+U1418343   AAPL 28AUG15 130.0 C    2015-08-28  2015-08-31  -   SELL    -1  0.0000  0.00    0.00    0.00    C;Ep
Total AAPL 150828C00130000 (Sold)   -1  0.0000  0.00    0.00    0.00     
Total AAPL 150828C00130000  0       -117.00 -1.09   0.00     
+U1418343   AAPL 04SEP15 125.0 C    2015-08-03, 15:25:06    2015-08-04  -   BUY 2   1.0500  -210.00 -1.49   0.00    O;P
+U1418343   AAPL 04SEP15 125.0 C    2015-08-24, 13:18:08    2015-08-25  -   BUY 10  0.0300  -30.00  -0.43   0.00    O;P
Total AAPL 150904C00125000 (Bought) 12  0.2000  -240.00 -1.91   0.00     
+U1418343   AAPL 04SEP15 125.0 C    2015-09-04  2015-09-08  -   SELL    -12 0.0000  0.00    0.00    0.00    C;Ep
Total AAPL 150904C00125000 (Sold)   -12 0.0000  0.00    0.00    0.00     
Total AAPL 150904C00125000  0       -240.00 -1.91   0.00     
+U1418343   BX 17JUL15 41.0 P   2015-05-20, 10:26:36    2015-05-21  -   BUY 1   0.5000  -50.00  -0.79   0.00    O
Total BX 150717P00041000 (Bought)   1   0.5000  -50.00  -0.79   0.00     
+U1418343   BX 17JUL15 41.0 P   2015-07-14, 09:42:55    2015-07-15  -   SELL    -1  0.5500  55.00   -1.09   0.00    C
Total BX 150717P00041000 (Sold) -1  0.5500  55.00   -1.09   0.00     
Total BX 150717P00041000    0       5.00    -1.88   0.00     
+U1418343   BX 15JAN16 40.0 C   2015-04-16, 09:54:50    2015-04-17  -   BUY 1   3.2000  -320.00 -0.79   0.00    O
+U1418343   BX 15JAN16 40.0 C   2015-06-30, 09:34:52    2015-07-01  -   BUY 1   2.6600  -266.00 -1.09   0.00    O
+U1418343   BX 15JAN16 40.0 C   2015-07-24, 11:03:36    2015-07-27  -   BUY 1   1.6300  -163.00 -0.79   0.00    O
+U1418343   BX 15JAN16 40.0 C   2015-07-27, 09:55:34    2015-07-28  -   BUY 1   1.1800  -118.00 -1.09   0.00    O
Total BX 160115C00040000 (Bought)   4   2.1675  -867.00 -3.76   0.00     
+U1418343   BX 15JAN16 40.0 C   2015-07-30, 09:35:09    2015-07-31  -   SELL    -2  2.1700  434.00  -0.99   0.00    C
+U1418343   BX 15JAN16 40.0 C   2015-08-04, 15:08:13    2015-08-05  -   SELL    -1  2.0700  207.00  -0.80   0.00    C
Total BX 160115C00040000 (Sold) -3  2.1366667   641.00  -1.79   0.00     
Total BX 160115C00040000    1       -226.00 -5.55   0.00     
+U1418343   BX 20JAN17 40.0 C   2015-07-28, 13:24:15    2015-07-29  -   BUY 1   3.5000  -350.00 -0.79   0.00    O
Total BX 170120C00040000 (Bought)   1   3.5000  -350.00 -0.79   0.00     
+U1418343   BX 20JAN17 50.0 C   2015-04-20, 09:51:08    2015-04-21  -   BUY 1   1.3000  -130.00 -0.79   0.00    O
+U1418343   BX 20JAN17 50.0 C   2015-07-27, 09:48:35    2015-07-28  -   BUY 1   0.7100  -71.00  -0.79   0.00    O
Total BX 170120C00050000 (Bought)   2   1.0050  -201.00 -1.58   0.00     
+U1418343   KMI 15JAN16 40.0 C  2015-07-09, 14:04:34    2015-07-10  -   BUY 1   1.0400  -104.00 -0.79   0.00    O
+U1418343   KMI 15JAN16 40.0 C  2015-07-27, 10:33:17    2015-07-28  -   BUY 1   0.4600  -46.00  -0.79   0.00    O
Total KMI 160115C00040000 (Bought)  2   0.7500  -150.00 -1.58   0.00     
+U1418343   KMI 20JAN17 40.0 C  2015-07-21, 14:13:26    2015-07-22  -   BUY 1   1.5600  -156.00 -0.79   0.00    O
Total KMI 170120C00040000 (Bought)  1   1.5600  -156.00 -0.79   0.00     
+U1418343   NRZ 19JUN15 17.5 C  2015-05-21, 09:31:29    2015-05-22  -   BUY 1   0.2500  -25.00  -0.25   0.00    O
Total NRZ 150619C00017500 (Bought)  1   0.2500  -25.00  -0.25   0.00     
+U1418343   NRZ 19JUN15 17.5 C  2015-06-19  2015-06-22  -   SELL    -1  0.0000  0.00    0.00    0.00    C;Ep
Total NRZ 150619C00017500 (Sold)    -1  0.0000  0.00    0.00    0.00     
Total NRZ 150619C00017500   0       -25.00  -0.25   0.00     
+U1418343   SCTY 08MAY15 57.0 P 2015-04-22, 14:54:48    2015-04-23  -   BUY 1   2.1000  -210.00 -0.79   0.00    O
Total SCTY 150508P00057000 (Bought) 1   2.1000  -210.00 -0.79   0.00     
+U1418343   SCTY 08MAY15 57.0 P 2015-04-27, 10:48:38    2015-04-28  -   SELL    -1  1.3300  133.00  -0.79   0.00    C
Total SCTY 150508P00057000 (Sold)   -1  1.3300  133.00  -0.79   0.00     
Total SCTY 150508P00057000  0       -77.00  -1.58   0.00     
+U1418343   XOM 24APR15 80.0 P  2015-03-12, 09:32:00    2015-03-13  -   BUY 1   0.9800  -98.00  -0.79   0.00    O
Total XOM 150424P00080000 (Bought)  1   0.9800  -98.00  -0.79   0.00     
+U1418343   XOM 24APR15 80.0 P  2015-04-24  2015-04-27  -   SELL    -1  0.0000  0.00    0.00    0.00    C;Ep
Total XOM 150424P00080000 (Sold)    -1  0.0000  0.00    0.00    0.00     
Total XOM 150424P00080000   0       -98.00  -0.79   0.00     
Total   -2,102.00   -37.90  0.00
